Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,SoT%,G/Sh,G/SoT,PK,PKatt,Year,Team,xG,xGA
2021-09-04,20:45,WCQ,First round,Sat,Away,W,1,0,sk Slovakia,55.0,9047.0,Domagoj Vida,4-1-4-1,Bartosz Frankowski,Match Report,,13.0,3.0,23.1,0.08,0.33,0,0,2022,Croatia,,
2021-09-07,20:45,WCQ,First round,Tue,Home,W,3,0,si Slovenia,64.0,16237.0,Ivan Perišić,4-2-3-1,Clément Turpin,Match Report,,22.0,10.0,45.5,0.14,0.3,0,0,2022,Croatia,,
2021-10-08,21:45,WCQ,First round,Fri,Away,W,3,0,cy Cyprus,75.0,2333.0,Luka Modrić,4-1-4-1,Michael Oliver,Match Report,,27.0,11.0,40.7,0.11,0.27,0,1,2022,Croatia,,
2021-10-11,20:45,WCQ,First round,Mon,Home,D,2,2,sk Slovakia,69.0,9926.0,Luka Modrić,4-1-4-1,Ovidiu Hațegan,Match Report,,21.0,10.0,47.6,0.1,0.2,0,0,2022,Croatia,,
2021-11-11,20:45,WCQ,First round,Thu,Away,W,7,1,mt Malta,67.0,4581.0,Luka Modrić,4-3-3,Deniz Aytekin,Match Report,,20.0,12.0,60.0,0.35,0.58,0,0,2022,Croatia,,
2021-11-14,15:00,WCQ,First round,Sun,Home,W,1,0,ru Russia,68.0,30257.0,Luka Modrić,4-3-3,Danny Makkelie,Match Report,,19.0,5.0,26.3,0.0,0.0,0,0,2022,Croatia,,
2022-03-26,17:00,Friendlies (M),Friendlies (M),Sat,Neutral,D,1,1,si Slovenia,,,Luka Modrić,3-5-2,Abdullah Jamali,Match Report,,,,,,,0,0,2022,Croatia,,
2022-03-29,17:00,Friendlies (M),Friendlies (M),Tue,Neutral,W,2,1,bg Bulgaria,,,Domagoj Vida,3-1-4-2,Khamis Mohammed Al Marri,Match Report,,,,,,,1,1,2022,Croatia,,
2022-11-16,15:00,Friendlies (M),Friendlies (M),Wed,Neutral,W,1,0,sa Saudi Arabia,,8287.0,Dejan Lovren,4-1-4-1,Adham Makhadmeh,Match Report,,,,,,,0,0,2022,Croatia,,
2022-11-23,13:00,World Cup,Group stage,Wed,Neutral,D,0,0,ma Morocco,64.0,59407.0,Luka Modrić,4-3-3,Fernando Rapallini,Match Report,,5.0,1.0,20.0,0.0,0.0,0,0,2022,Croatia,0.5,0.4
2022-11-27,19:00,World Cup,Group stage,Sun,Neutral,W,4,1,ca Canada,49.0,44374.0,Luka Modrić,4-3-3,Andrés Matonte,Match Report,,13.0,10.0,76.9,0.31,0.4,0,0,2022,Croatia,2.6,0.4
2022-12-01,18:00,World Cup,Group stage,Thu,Neutral,D,0,0,be Belgium,49.0,43984.0,Luka Modrić,4-3-3,Anthony Taylor,Match Report,,11.0,4.0,36.4,0.0,0.0,0,0,2022,Croatia,0.7,3.0
2022-12-05,18:00,World Cup,Round of 16,Mon,Neutral,D,1 (3),1 (1),jp Japan,58.0,42523.0,Luka Modrić,4-3-3,Ismail Elfath,Match Report,Croatia won on penalty kicks following extra time,17.0,4.0,23.5,0.06,0.25,0,0,2022,Croatia,1.4,1.2
2022-12-09,18:00,World Cup,Quarter-finals,Fri,Neutral,D,1 (4),1 (2),br Brazil,50.0,43893.0,Luka Modrić,4-3-3,Michael Oliver,Match Report,Croatia won on penalty kicks following extra time,9.0,1.0,11.1,0.11,1.0,0,0,2022,Croatia,0.6,2.5
2022-12-13,22:00,World Cup,Semi-finals,Tue,Neutral,L,0,3,ar Argentina,60.0,88966.0,Luka Modrić,4-3-3,Daniele Orsato,Match Report,,12.0,2.0,16.7,0.0,0.0,0,0,2022,Croatia,0.5,2.3
2022-12-17,18:00,World Cup,Third-place match,Sat,Neutral,W,2,1,ma Morocco,50.0,44137.0,Luka Modrić,4-2-3-1,Abdulrahman Ibrahim Al Jassim,Match Report,,12.0,4.0,33.3,0.17,0.5,0,0,2022,Croatia,0.7,1.2
2019-03-21,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,2,1,az Azerbaijan,74.0,23146.0,Luka Modrić,4-2-3-1,Georgi Kabakov,Match Report,,21.0,5.0,23.8,0.1,0.4,0,0,2021,Croatia,,
2019-03-24,18:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,1,2,hu Hungary,64.0,19400.0,Luka Modrić,4-2-3-1,William Collum,Match Report,,11.0,3.0,27.3,0.09,0.33,0,0,2021,Croatia,,
2019-06-08,15:00,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,wls Wales,63.0,17061.0,Luka Modrić,4-2-3-1,István Kovács,Match Report,,10.0,3.0,30.0,0.1,0.33,0,0,2021,Croatia,,
2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,0,sk Slovakia,51.0,18098.0,Luka Modrić,4-2-3-1,Felix Brych,Match Report,,31.0,9.0,29.0,0.13,0.44,0,0,2021,Croatia,,
2019-09-09,20:00,UEFA Euro Qualifying,Group stage,Mon,Away,D,1,1,az Azerbaijan,63.0,9150.0,Luka Modrić,4-2-3-1,Sandro Schärer,Match Report,,21.0,7.0,33.3,0.0,0.0,1,1,2021,Croatia,,
2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,3,0,hu Hungary,69.0,32110.0,Luka Modrić,4-3-3,Daniele Orsato,Match Report,,17.0,8.0,47.1,0.18,0.38,0,1,2021,Croatia,,
2019-10-13,19:45,UEFA Euro Qualifying,Group stage,Sun,Away,D,1,1,wls Wales,64.0,31745.0,Luka Modrić,4-2-3-1,Björn Kuipers,Match Report,,6.0,2.0,33.3,0.17,0.5,0,0,2021,Croatia,,
2019-11-16,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,3,1,sk Slovakia,67.0,8212.0,Luka Modrić,4-2-3-1,Clément Turpin,Match Report,,25.0,13.0,52.0,0.12,0.23,0,0,2021,Croatia,,
2021-06-01,18:00,Friendlies (M),Friendlies (M),Tue,Home,D,1,1,am Armenia,,,Luka Modrić,4-1-4-1,Luka Bilbija,Match Report,,,,,,,0,0,2021,Croatia,,
2021-06-06,20:45,Friendlies (M),Friendlies (M),Sun,Away,L,0,1,be Belgium,,,Luka Modrić,4-1-4-1,Deniz Aytekin,Match Report,,,,,,,0,0,2021,Croatia,,
2021-06-13,14:00,UEFA Euro,Group stage,Sun,Neutral,L,0,1,eng England,51.0,18497.0,Luka Modrić,4-3-3,Daniele Orsato,Match Report,,8.0,2.0,25.0,0.0,0.0,0,0,2021,Croatia,0.4,1.5
2021-06-18,17:00,UEFA Euro,Group stage,Fri,Neutral,D,1,1,cz Czechia,49.0,5607.0,Luka Modrić,4-2-3-1,Carlos del Cerro,Match Report,,11.0,2.0,18.2,0.09,0.5,0,0,2021,Croatia,0.9,1.6
2021-06-22,20:00,UEFA Euro,Group stage,Tue,Neutral,W,3,1,sct Scotland,66.0,9896.0,Luka Modrić,4-3-3,Fernando Rapallini,Match Report,,11.0,6.0,54.5,0.27,0.5,0,0,2021,Croatia,1.0,1.4
2021-06-28,18:00,UEFA Euro,Round of 16,Mon,Neutral,L,3,5,es Spain,34.0,22771.0,Luka Modrić,4-3-3,Cüneyt Çakιr,Match Report,Required Extra Time,12.0,6.0,50.0,0.17,0.33,0,0,2021,Croatia,3.2,3.6
2020-09-05,19:45,UEFA Nations League,League A,Sat,Away,L,1,4,pt Portugal,43.0,,Domagoj Vida,4-2-3-1,Davide Massa,Match Report,,5.0,2.0,40.0,0.2,0.5,0,0,2020-2021,Croatia,,
2020-09-08,20:45,UEFA Nations League,League A,Tue,Away,L,2,4,fr France,57.0,,Ivan Perišić,4-3-3,Ovidiu Hațegan,Match Report,,11.0,4.0,36.4,0.18,0.5,0,0,2020-2021,Croatia,,
2020-10-11,18:00,UEFA Nations League,League A,Sun,Home,W,2,1,se Sweden,54.0,2020.0,Luka Modrić,4-3-3,John Beaton,Match Report,,14.0,7.0,50.0,0.14,0.29,0,0,2020-2021,Croatia,,
2020-10-14,20:45,UEFA Nations League,League A,Wed,Home,L,1,2,fr France,52.0,6266.0,Luka Modrić,4-2-3-1,Björn Kuipers,Match Report,,10.0,4.0,40.0,0.1,0.25,0,0,2020-2021,Croatia,,
2020-11-14,20:45,UEFA Nations League,League A,Sat,Away,L,1,2,se Sweden,56.0,,Luka Modrić,4-2-3-1,Daniel Siebert,Match Report,,8.0,3.0,37.5,0.0,0.0,0,0,2020-2021,Croatia,,
2020-11-17,20:45,UEFA Nations League,League A,Tue,Home,L,2,3,pt Portugal,41.0,,Luka Modrić,4-1-4-1,Michael Oliver,Match Report,,7.0,3.0,42.9,0.29,0.67,0,0,2020-2021,Croatia,,
2018-09-11,20:45,UEFA Nations League,League A,Tue,Away,L,0,6,es Spain,,26900.0,Luka Modrić,4-2-3-1,Benoît Bastien,Match Report,,,,,,,0,0,2018-2019,Croatia,,
2018-10-12,20:45,UEFA Nations League,League A,Fri,Home,D,0,0,eng England,,,Luka Modrić,4-2-3-1,Felix Brych,Match Report,,,,,,,0,0,2018-2019,Croatia,,
2018-11-15,20:45,UEFA Nations League,League A,Thu,Home,W,3,2,es Spain,,33018.0,Luka Modrić,4-2-3-1,Aliaksei Kulbakou,Match Report,,,,,,,0,0,2018-2019,Croatia,,
2018-11-18,14:00,UEFA Nations League,League A,Sun,Away,L,1,2,eng England,,78221.0,Luka Modrić,4-2-3-1,Tasos Sidiropoulos,Match Report,,,,,,,0,0,2018-2019,Croatia,,
2016-09-05,20:45,WCQ,First round,Mon,Home,D,1,1,tr Türkiye,,,Luka Modrić,4-4-1-1,Szymon Marciniak,Match Report,,,,,,,1,1,2018,Croatia,,
2016-10-06,20:45,WCQ,First round,Thu,Away,W,6,0,xk Kosovo,,14612.0,Vedran Ćorluka,4-4-2,David Fernández,Match Report,,,,,,,0,0,2018,Croatia,,
2016-10-09,19:00,WCQ,First round,Sun,Away,W,1,0,fi Finland,,15567.0,Mario Mandžukić,4-2-2-2,Ruddy Buquet,Match Report,,,,,,,0,0,2018,Croatia,,
2016-11-12,18:00,WCQ,First round,Sat,Home,W,2,0,is Iceland,,,Vedran Ćorluka,4-4-2,Gianluca Rocchi,Match Report,,,,,,,0,0,2018,Croatia,,
2017-03-24,20:45,WCQ,First round,Fri,Home,W,1,0,ua Ukraine,,27351.0,Luka Modrić,4-2-3-1,Antonio Matéu Lahoz,Match Report,,,,,,,0,0,2018,Croatia,,
2017-06-11,18:45,WCQ,First round,Sun,Away,L,0,1,is Iceland,,9775.0,Luka Modrić,4-2-3-1,Alberto Undiano,Match Report,,,,,,,0,0,2018,Croatia,,
2017-09-03,14:30,WCQ,First round,Sun,Home,W,1,0,xk Kosovo,,6839.0,Luka Modrić,4-2-3-1,Stefan Johannesson,Match Report,,,,,,,0,0,2018,Croatia,,
2017-09-05,21:45,WCQ,First round,Tue,Away,L,0,1,tr Türkiye,,28600.0,Luka Modrić,4-2-3-1,Viktor Kassai,Match Report,,,,,,,0,0,2018,Croatia,,
2017-10-06,20:45,WCQ,First round,Fri,Home,D,1,1,fi Finland,,7578.0,Luka Modrić,4-2-3-1,Daniel Stefański,Match Report,,,,,,,0,0,2018,Croatia,,
2017-10-09,21:45,WCQ,First round,Mon,Away,W,2,0,ua Ukraine,,60200.0,Luka Modrić,4-2-3-1,Felix Brych,Match Report,,,,,,,0,0,2018,Croatia,,
2017-11-09,20:45,WCQ,Second round,Thu,Home,W,4,1,gr Greece,,30013.0,Luka Modrić,4-2-3-1,Gianluca Rocchi,Match Report,Leg 1 of 2,,,,,,1,1,2018,Croatia,,
2017-11-12,21:45,WCQ,Second round,Sun,Away,D,0,0,gr Greece,,18667.0,Luka Modrić,4-2-3-1,Björn Kuipers,Match Report,Leg 2 of 2; Croatia won,,,,,,0,0,2018,Croatia,,
2018-03-23,20:30,Friendlies (M),Friendlies (M),Fri,Away,L,0,2,pe Peru,,,Luka Modrić,4-2-3-1,Ismail Elfath,Match Report,,,,,,,0,0,2018,Croatia,,
2018-03-27,21:00,Friendlies (M),Friendlies (M),Tue,Away,W,1,0,mx Mexico,,79128.0,Ivan Rakitić,4-2-3-1,Mario Escobar,Match Report,,,,,,,1,1,2018,Croatia,,
2018-06-03,15:00,Friendlies (M),Friendlies (M),Sun,Away,L,0,2,br Brazil,,54000.0,Luka Modrić,4-2-3-1,Michael Oliver,Match Report,,,,,,,0,0,2018,Croatia,,
2018-06-08,18:00,Friendlies (M),Friendlies (M),Fri,Home,W,2,1,sn Senegal,,15998.0,Luka Modrić,4-2-3-1,Ádám Farkas,Match Report,,,,,,,0,0,2018,Croatia,,
2018-06-16,21:00,World Cup,Group stage,Sat,Neutral,W,2,0,ng Nigeria,55.0,31136.0,Luka Modrić,4-2-3-1,Sandro Ricci,Match Report,,10.0,1.0,10.0,0.0,0.0,1,1,2018,Croatia,1.5,0.6
2018-06-21,21:00,World Cup,Group stage,Thu,Neutral,W,3,0,ar Argentina,43.0,43319.0,Luka Modrić,4-1-4-1,Ravshan Irmatov,Match Report,,14.0,5.0,35.7,0.21,0.6,0,0,2018,Croatia,1.9,1.3
2018-06-26,21:00,World Cup,Group stage,Tue,Neutral,W,2,1,is Iceland,61.0,43472.0,Luka Modrić,4-3-2-1,Antonio Matéu Lahoz,Match Report,,14.0,2.0,14.3,0.14,1.0,0,0,2018,Croatia,0.7,2.1
2018-07-01,21:00,World Cup,Round of 16,Sun,Neutral,D,1 (3),1 (2),dk Denmark,54.0,40851.0,Luka Modrić,4-1-4-1,Néstor Pitana,Match Report,Croatia won on penalty kicks following extra time,19.0,5.0,26.3,0.05,0.2,0,1,2018,Croatia,2.1,0.4
2018-07-07,21:00,World Cup,Quarter-finals,Sat,Neutral,D,2 (4),2 (3),ru Russia,64.0,44287.0,Luka Modrić,4-2-3-1,Sandro Ricci,Match Report,Croatia won on penalty kicks following extra time,18.0,3.0,16.7,0.11,0.67,0,0,2018,Croatia,0.9,0.6
2018-07-11,21:00,World Cup,Semi-finals,Wed,Neutral,W,2,1,eng England,55.0,78011.0,Luka Modrić,4-1-4-1,Cüneyt Çakιr,Match Report,Required Extra Time,22.0,7.0,31.8,0.09,0.29,0,0,2018,Croatia,1.2,0.3
2018-07-15,18:00,World Cup,Final,Sun,Neutral,L,2,4,fr France,65.0,78011.0,Luka Modrić,4-1-4-1,Néstor Pitana,Match Report,,14.0,4.0,28.6,0.14,0.5,0,0,2018,Croatia,0.7,1.1
2018-09-06,19:45,Friendlies (M),Friendlies (M),Thu,Away,D,1,1,pt Portugal,,26356.0,Luka Modrić,4-2-3-1,Javier Estrada,Match Report,,,,,,,0,0,2018,Croatia,,
2018-10-15,20:45,Friendlies (M),Friendlies (M),Mon,Home,W,2,1,jo Jordan,,,Domagoj Vida,4-1-4-1,Sándor Andó-Szabó,Match Report,,,,,,,0,0,2018,Croatia,,
2017-03-28,19:00,Friendlies (M),Friendlies (M),Tue,Away,L,0,3,ee Estonia,,4987.0,Ivan Perišić,3-2-3-2,Mark Clattenburg,Match Report,,,,,,,0,0,2017,Croatia,,
2017-05-27,17:10,Friendlies (M),Friendlies (M),Sat,Away,W,2,1,mx Mexico,,62317.0,Duje Čop,4-2-2-2,Baldomero Toledo,Match Report,,,,,,,0,0,2017,Croatia,,
2014-09-09,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2,0,mt Malta,70.0,8333.0,Darijo Srna,4-1-4-1,Vladislav Bezborodov,Match Report,,32.0,6.0,18.8,0.06,0.33,0,0,2016,Croatia,,
2014-10-10,21:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,1,0,bg Bulgaria,51.0,30000.0,Darijo Srna,4-1-4-1,Antonio Matéu Lahoz,Match Report,,7.0,1.0,14.3,0.0,0.0,0,0,2016,Croatia,,
2014-10-13,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,6,0,az Azerbaijan,61.0,16021.0,Darijo Srna,4-4-2,Stéphan Studer,Match Report,,24.0,7.0,29.2,0.17,0.57,1,1,2016,Croatia,,
2014-11-16,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,D,1,1,it Italy,60.0,55000.0,Darijo Srna,4-4-1-1,Björn Kuipers,Match Report,,15.0,9.0,60.0,0.07,0.11,0,0,2016,Croatia,,
2015-03-28,18:00,UEFA Euro Qualifying,Group stage,Sat,Home,W,5,1,no Norway,52.0,23920.0,Darijo Srna,4-4-1-1,Carlos Velasco,Match Report,,13.0,7.0,53.8,0.38,0.71,0,0,2016,Croatia,,
2015-06-12,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,D,1,1,it Italy,43.0,75.0,Darijo Srna,4-2-3-1,Martin Atkinson,Match Report,,10.0,3.0,30.0,0.1,0.33,0,1,2016,Croatia,,
2015-09-03,21:00,UEFA Euro Qualifying,Group stage,Thu,Away,D,0,0,az Azerbaijan,62.0,10000.0,Luka Modrić,4-2-3-1,Ruddy Buquet,Match Report,,22.0,4.0,18.2,0.0,0.0,0,0,2016,Croatia,,
2015-09-06,18:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,0,2,no Norway,58.0,26751.0,Darijo Srna,4-4-1-1,Viktor Kassai,Match Report,,8.0,2.0,25.0,0.0,0.0,0,0,2016,Croatia,,
2015-10-10,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,3,0,bg Bulgaria,63.0,150.0,Darijo Srna,4-2-3-1,Artur Soares Dias,Match Report,,15.0,5.0,33.3,0.2,0.6,0,0,2016,Croatia,,
2015-10-13,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,1,0,mt Malta,69.0,5835.0,Darijo Srna,4-1-4-1,Mark Clattenburg,Match Report,,21.0,4.0,19.0,0.05,0.25,0,0,2016,Croatia,,
2016-03-23,18:00,Friendlies (M),Friendlies (M),Wed,Home,W,2,0,il Israel,,10545.0,Darijo Srna,3-1-4-2,István Vad II,Match Report,,,,,,,0,0,2016,Croatia,,
2016-03-26,18:00,Friendlies (M),Friendlies (M),Sat,Away,D,1,1,hu Hungary,,20300.0,Luka Modrić,4-3-2-1,Radek Příhoda,Match Report,,,,,,,0,0,2016,Croatia,,
2016-05-27,20:30,Friendlies (M),Friendlies (M),Fri,Home,W,1,0,md Moldova,,4500.0,Vedran Ćorluka,4-2-2-2,Ognjen Valjić,Match Report,,,,,,,0,0,2016,Croatia,,
2016-06-04,20:15,Friendlies (M),Friendlies (M),Sat,Home,W,10,0,sm San Marino,,3603.0,Darijo Srna,4-2-3-1,Mitja Žganec,Match Report,,,,,,,0,0,2016,Croatia,,
2016-06-12,15:00,UEFA Euro,Group stage,Sun,Neutral,W,1,0,tr Türkiye,49.0,43842.0,Darijo Srna,4-2-3-1,Jonas Eriksson,Match Report,,19.0,6.0,31.6,0.05,0.17,0,0,2016,Croatia,,
2016-06-17,18:00,UEFA Euro,Group stage,Fri,Neutral,D,2,2,cz Czechia,55.0,38376.0,Darijo Srna,4-2-3-1,Mark Clattenburg,Match Report,,17.0,5.0,29.4,0.12,0.4,0,0,2016,Croatia,,
2016-06-21,21:00,UEFA Euro,Group stage,Tue,Neutral,W,2,1,es Spain,32.0,37245.0,Darijo Srna,4-2-3-1,Björn Kuipers,Match Report,,13.0,4.0,30.8,0.15,0.5,0,0,2016,Croatia,,
2016-06-25,21:00,UEFA Euro,Round of 16,Sat,Neutral,L,0,1,pt Portugal,59.0,33523.0,Darijo Srna,4-2-3-1,Carlos Velasco,Match Report,Required Extra Time,17.0,1.0,5.9,0.0,0.0,0,0,2016,Croatia,,
2016-11-15,19:45,Friendlies (M),Friendlies (M),Tue,Away,W,3,0,nir Northern Ireland,,17000.0,Mario Mandžukić,4-2-3-1,Mark Clattenburg,Match Report,,,,,,,0,0,2016,Croatia,,
2015-06-07,18:00,Friendlies (M),Friendlies (M),Sun,Home,W,4,0,gi Gibraltar,,7737.0,Mario Mandžukić,4-2-3-1,Matej Jug,Match Report,,,,,,,1,1,2015,Croatia,,
2015-11-17,19:00,Friendlies (M),Friendlies (M),Tue,Away,W,3,1,ru Russia,,15000.0,Darijo Srna,4-2-2-2,Clément Turpin,Match Report,,,,,,,0,0,2015,Croatia,,
2012-09-07,20:15,WCQ,First round,Fri,Home,W,1,0,mk N. Macedonia,,13883.0,Darijo Srna,,Alon Yefet,Match Report,,,,,,,0,0,2014,Croatia,,
2012-09-11,20:45,WCQ,First round,Tue,Away,D,1,1,be Belgium,,39987.0,Darijo Srna,,Alberto Undiano,Match Report,,,,,,,0,0,2014,Croatia,,
2012-10-12,20:30,WCQ,First round,Fri,Away,W,2,1,mk N. Macedonia,,25230.0,Darijo Srna,,Peter Rasmussen,Match Report,,,,,,,0,0,2014,Croatia,,
2012-10-16,20:00,WCQ,First round,Tue,Home,W,2,0,wls Wales,,17500.0,Darijo Srna,,Alexandru Tudor,Match Report,,,,,,,0,0,2014,Croatia,,
2013-03-22,18:00,WCQ,First round,Fri,Home,W,2,0,rs Serbia,,35722.0,Darijo Srna,,Cüneyt Çakιr,Match Report,,,,,,,0,0,2014,Croatia,,
2013-03-26,19:45,WCQ,First round,Tue,Away,W,2,1,wls Wales,,12534.0,Darijo Srna,,Luca Banti,Match Report,,,,,,,0,0,2014,Croatia,,
2013-06-07,20:15,WCQ,First round,Fri,Home,L,0,1,sct Scotland,,25016.0,Darijo Srna,,David Fernández,Match Report,,,,,,,0,0,2014,Croatia,,
2013-09-06,20:45,WCQ,First round,Fri,Away,D,1,1,rs Serbia,,30000.0,Darijo Srna,,Felix Brych,Match Report,,,,,,,0,0,2014,Croatia,,
2013-10-11,18:00,WCQ,First round,Fri,Home,L,1,2,be Belgium,,13000.0,Vedran Ćorluka,,Howard Webb,Match Report,,,,,,,0,0,2014,Croatia,,
2013-10-15,20:00,WCQ,First round,Tue,Away,L,0,2,sct Scotland,,30172.0,Darijo Srna,,Ovidiu Hațegan,Match Report,,,,,,,0,0,2014,Croatia,,
2013-11-15,19:00,WCQ,Second round,Fri,Away,D,0,0,is Iceland,,9768.0,Darijo Srna,,Alberto Undiano,Match Report,Leg 1 of 2,,,,,,0,0,2014,Croatia,,
2013-11-19,20:15,WCQ,Second round,Tue,Home,W,2,0,is Iceland,,22612.0,Darijo Srna,,Björn Kuipers,Match Report,Leg 2 of 2; Croatia won,,,,,,0,0,2014,Croatia,,
2014-03-05,20:30,Friendlies (M),Friendlies (M),Wed,Away,D,2,2,ch Switzerland,,17200.0,Darijo Srna,4-2-3-1,Hugo Miguel,Match Report,,,,,,,0,0,2014,Croatia,,
2014-05-31,16:00,Friendlies (M),Friendlies (M),Sat,Home,W,2,1,ml Mali,,15212.0,Darijo Srna,4-2-3-1,István Vad II,Match Report,,,,,,,0,0,2014,Croatia,,
2014-06-06,20:00,Friendlies (M),Friendlies (M),Fri,Home,W,1,0,au Australia,,8500.0,Darijo Srna,4-2-3-1,Francisco Carlos do Nascimento,Match Report,,,,,,,0,0,2014,Croatia,,
2014-06-12,17:00,World Cup,Group stage,Thu,Neutral,L,1,3,br Brazil,42.0,62103.0,,4-2-3-1,Yuichi Nishimura,Match Report,,,,,,,0,0,2014,Croatia,,
2014-06-18,18:00,World Cup,Group stage,Wed,Neutral,W,4,0,cm Cameroon,51.0,39982.0,,4-2-3-1,Pedro Proença,Match Report,,,,,,,0,0,2014,Croatia,,
2014-06-23,17:00,World Cup,Group stage,Mon,Neutral,L,1,3,mx Mexico,55.0,41212.0,,4-2-3-1,Ravshan Irmatov,Match Report,,,,,,,0,0,2014,Croatia,,
2014-09-04,20:15,Friendlies (M),Friendlies (M),Thu,Home,W,2,0,cy Cyprus,,6000.0,Darijo Srna,4-2-2-2,Marco Guida,Match Report,,,,,,,0,0,2014,Croatia,,
2014-11-12,19:45,Friendlies (M),Friendlies (M),Wed,Away,L,1,2,ar Argentina,,19834.0,Šime Vrsaljko,4-2-3-1,Andre Marriner,Match Report,,,,,,,0,0,2014,Croatia,,
2010-09-03,21:00,UEFA Euro Qualifying,Group stage,Fri,Away,W,3,0,lv Latvia,,7600.0,Darijo Srna,,Björn Kuipers,Match Report,,,,,,,0,0,2012,Croatia,,
2010-09-07,20:30,UEFA Euro Qualifying,Group stage,Tue,Home,D,0,0,gr Greece,,24399.0,Darijo Srna,,Claus Bo Larsen,Match Report,,,,,,,0,0,2012,Croatia,,
2010-10-09,20:05,UEFA Euro Qualifying,Group stage,Sat,Away,W,2,1,il Israel,,33421.0,Josip Šimunić,,Wolfgang Stark,Match Report,,,,,,,1,1,2012,Croatia,,
2010-11-17,17:30,UEFA Euro Qualifying,Group stage,Wed,Home,W,3,0,mt Malta,,9000.0,Darijo Srna,,Duarte Gomes,Match Report,,,,,,,0,0,2012,Croatia,,
2011-03-26,21:00,UEFA Euro Qualifying,Group stage,Sat,Away,L,0,1,ge Georgia,,54500.0,Darijo Srna,,Paolo Tagliavento,Match Report,,,,,,,0,0,2012,Croatia,,
2011-06-03,20:00,UEFA Euro Qualifying,Group stage,Fri,Home,W,2,1,ge Georgia,,28000.0,Darijo Srna,,Stefan Johannesson,Match Report,,,,,,,0,0,2012,Croatia,,
2011-09-02,19:00,UEFA Euro Qualifying,Group stage,Fri,Away,W,3,1,mt Malta,,6150.0,Darijo Srna,,Tony Chapron,Match Report,,,,,,,0,0,2012,Croatia,,
2011-09-06,20:00,UEFA Euro Qualifying,Group stage,Tue,Home,W,3,1,il Israel,,13688.0,Darijo Srna,,Carlos Velasco,Match Report,,,,,,,0,0,2012,Croatia,,
2011-10-07,21:45,UEFA Euro Qualifying,Group stage,Fri,Away,L,0,2,gr Greece,,27200.0,Josip Šimunić,,Howard Webb,Match Report,,,,,,,0,0,2012,Croatia,,
2011-10-11,19:00,UEFA Euro Qualifying,Group stage,Tue,Home,W,2,0,lv Latvia,,8370.0,Darijo Srna,,Antony Gautier,Match Report,,,,,,,0,0,2012,Croatia,,
2011-11-11,21:05,UEFA Euro Qualifying,Play-off Round,Fri,Away,W,3,0,tr Türkiye,,42863.0,Darijo Srna,,Felix Brych,Match Report,Leg 1 of 2,,,,,,0,0,2012,Croatia,,
2011-11-15,20:05,UEFA Euro Qualifying,Play-off Round,Tue,Home,D,0,0,tr Türkiye,,26371.0,Darijo Srna,,Pedro Proença,Match Report,Leg 2 of 2; Croatia won,,,,,,0,0,2012,Croatia,,
2012-06-10,20:45,UEFA Euro,Group stage,Sun,Away,W,3,1,ie Rep. of Ireland,,39550.0,Darijo Srna,4-1-2-1-2◆,Björn Kuipers,Match Report,,,,,,,0,0,2012,Croatia,,
2012-06-14,18:00,UEFA Euro,Group stage,Thu,Away,D,1,1,it Italy,,37096.0,Darijo Srna,4-4-2,Howard Webb,Match Report,,,,,,,0,0,2012,Croatia,,
2012-06-18,20:45,UEFA Euro,Group stage,Mon,Home,L,0,1,es Spain,,39076.0,Darijo Srna,4-4-1-1,Wolfgang Stark,Match Report,,,,,,,0,0,2012,Croatia,,
2008-09-06,20:15,WCQ,First round,Sat,Home,W,3,0,kz Kazakhstan,,17424.0,Niko Kovač,,Stefan Johannesson,Match Report,,,,,,,0,0,2010,Croatia,,
2008-09-10,21:00,WCQ,First round,Wed,Home,L,1,4,eng England,,35218.0,Niko Kovač,,Ľuboš Micheľ,Match Report,,,,,,,0,0,2010,Croatia,,
2008-10-11,20:00,WCQ,First round,Sat,Away,D,0,0,ua Ukraine,,38500.0,Niko Kovač,,Eric Braamhaar,Match Report,,,,,,,0,0,2010,Croatia,,
2008-10-15,20:15,WCQ,First round,Wed,Home,W,4,0,ad Andorra,,14441.0,Josip Šimunić,,István Vad II,Match Report,,,,,,,1,1,2010,Croatia,,
2009-04-01,20:30,WCQ,First round,Wed,Away,W,2,0,ad Andorra,,1100.0,Darijo Srna,,Leontios Trattou,Match Report,,,,,,,0,0,2010,Croatia,,
